육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
가곡초교입구보도육교,시도,5103,강서로,서울특별시 강서구 발산동 655-10,37.556773,126.836942,32.0,5.0,0.0,5.0,4.0,1.2,2.0,Y,엘리베이터,2.0,엘리베이터,2.0,2005-08-01,N,양호,제한없음,없음,정기점검,2022-06-24,서울특별시 강서구청 도로과,2022-08-08,3150000,서울특별시 강서구
스카이파크보도육교,시도,42,개화동로,서울특별시 강서구 방화동 620-260,37.563795,126.806728,54.0,4.7,0.0,4.7,4.5,1.2,2.0,Y,엘리베이터,1.0,엘리베이터,1.0,2011-11-01,N,양호,제한없음,없음,정밀점검,2021-08-13,서울특별시 강서구청 도로과,2022-08-08,3150000,서울특별시 강서구
숭덕초교앞 보도육교,시도,,정릉로,서울특별시 성북구 정릉로 279,37.603501,127.014203,44.6,,,4.5,4.0,,,Y,엘리베이터,2.0,,,, ,양호,제한없음,,정기점검,2022-06-08,서울특별시 성북구청,2022-07-22,3070000,서울특별시 성북구
행당스카이워크,구도,,고산자로2길,서울특별시 성동구 고산자로2길 77,37.55682075,127.0394077,78.5,,,13.3,5.0,,,Y,엘리베이터,2.0,,,,Y,양호,제한없음,,정기점검,2020-04-17,서울특별시 성동구청,2022-08-25,3030000,서울특별시 성동구
광운대역육교,기타,,마들로1길,서울특별시 노원구 마들로1길 44,37.62365522,127.063988,200.0,4.5,,4.5,4.5,,,Y,엘리베이터,,접속계단,,1989-12-25,N,보통,제한없음,,정기점검,2022-04-25,서울특별시 노원구 토목과,2022-08-17,3100000,서울특별시 노원구
삼육육교,기타,,화랑로,서울특별시 노원구 화랑로 815,37.64335737,127.1088503,44.0,4.5,,4.5,4.0,,,Y,엘리베이터,,접속계단,,2009-12-10,N,양호,제한없음,,정기점검,2022-04-25,서울특별시 노원구 토목과,2022-08-17,3100000,서울특별시 노원구
온의육교,시도,대로1-2,경춘로,강원도 춘천시 온의동 산30-8,37.863336,127.719436,34.0,,13.0,0.0,,,,Y,엘리베이터,2.0,,,1997-08-01,N,보통,제한없음,,정기점검,2019-12-19,강원도 춘천시청,2022-08-26,4180000,강원도 춘천시
별내4육교(별내동 주민센터앞육교),시도,대로1-1호선,별내2로,경기도 남양주시 별내3로 64-21,37.64616615,127.1218825,52.5,5.0,,5.0,,,,Y,점자블럭+경사로+엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-06-15,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
진접지구보도육교1.2(풍양육교),시도,대로2-1호선,해밀예당1로,경기도 남양주시 진접읍 해밀예당1로 109,37.71884601,127.1910173,46.0,5.9,,5.0,,,,Y,엘리베이터+점자블럭,,,,,N,양호,제한없음,,정기점검,2022-06-15,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
진접지구보도육교1.2(진접육교),시도,대로2-1호선,해밀예당1로,경기도 남양주시 진접읍 해밀예당1로 53,37.7148201,127.1869758,40.0,5.2,,5.0,,,,Y,엘리베이터+점자블럭,,,,,N,양호,제한없음,,정기점검,2022-06-15,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
다산육교,시도,대로지금1-1호선,다산지금로,경기도 남양주시 다산지금로 141,37.60023437,127.1743068,55.6,4.5,,5.0,,,,Y,엘리베이터+점자블럭,,,,,Y,양호,제한없음,,정기점검,2022-06-28,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
도농보도육교,기타,비법정도로,경춘로,경기도 남양주시 경춘로 367-18,37.60577935,127.1551897,23.0,4.0,,4.0,,,,Y,엘리베이터+점자블럭,,,,,N,양호,제한없음,,정기점검,2022-06-28,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
장승보도육교(의정부국토관리사무소육교현장),시도,23호선,금강로,경기도 남양주시 진접읍 금강로 1573,37.72960264,127.1941977,43.6,5.0,,5.0,,,,Y,엘리베이터+점자블럭,,,,,N,양호,제한없음,,정기점검,2022-06-15,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
청덕초교앞 보도육교,시도,,정릉로,서울특별시 성북구 정릉로 161,37.608602,126.999603,34.6,,,4.5,3.6,,,Y,엘리베이터,2.0,,,, ,양호,제한없음,,정기점검,2022-06-09,서울특별시 성북구청,2022-07-22,3070000,서울특별시 성북구
국민대앞 보도육교,시도,,정릉로,서울특별시 성북구 정릉로 77,37.609903,126.996101,29.0,,,4.5,3.6,,,Y,엘리베이터,2.0,,,, ,양호,제한없음,,정기점검,2022-06-10,서울특별시 성북구청,2022-07-22,3070000,서울특별시 성북구
한국과학기술원앞 보도육교,시도,,화랑로,서울특별시 성북구 화랑로125,37.604811,127.045503,43.3,,,4.5,2.0,,,Y,엘리베이터,2.0,,,, ,양호,제한없음,,정기점검,2022-06-14,서울특별시 성북구청,2022-07-22,3070000,서울특별시 성북구
금정문화회관 앞,일반국도,7번,중앙로,부산광역시 금정구 중앙대로1805번길 6,35.24524449,129.0926556,53.75,,,4.6,3.0,1.2,,Y,엘리베이터,2.0,,,, ,보통,제한없음,2017.11.  도색 완료,정기점검,2022-11-01,부산광역시 금정구청,2022-11-21,3350000,부산광역시 금정구
버드내마을 아파트 앞 보도육교,시도,,계백로,대전광역시 중구 계백로 1510,36.31577204,127.3883388,32.5,6.0,5.0,5.0,2.5,1.2,9.0,Y,엘리베이터+경사로,1.0,엘리베이터,2.0,2001-11-30,N,보통,제한없음,,정기점검,2022-11-01,대전광역시 중구청,2022-11-17,3650000,대전광역시 중구
안영동 보도육교,시도,,대둔산로,대전광역시 중구 대둔산로128번길 2,36.28231876,127.3763437,37.0,6.0,5.0,5.0,4.0,1.2,11.0,Y,엘리베이터+경사로,1.0,엘리베이터,2.0,2004-12-31,N,보통,제한없음,,정기점검,2022-11-01,대전광역시 중구청,2022-11-17,3650000,대전광역시 중구
고성보도육교,기타,,경부선,대구광역시 북구 고성동1가 95-4,35.878123,128.585014,30.0,8.0,,7.5,4.0,,,Y,엘리베이터,,캐노피,1.0,2015-12-01, ,양호,제한없음,,정기점검,2022-06-24,대구광역시 북구청,2022-10-28,3450000,대구광역시 북구
팔달육교,시도,1-9호선,팔달로,대구광역시 북구 팔달동 130-1,35.898654,128.548255,33.0,5.5,,5.0,3.0,,,Y,엘리베이터,,캐노피,1.0,1992-09-01, ,양호,제한없음,,정기점검,2022-06-24,대구광역시 북구청,2022-10-28,3450000,대구광역시 북구
충장육교,기타,,소원로,경기도 고양시 덕양구 소원로 49,37.61373849,126.8292768,92.0,92.0,,8.0,4.0,,,Y,엘리베이터,1.0,엘리베이터,1.0,2003-01-01,N,양호,제한없음,자전거 핸드레일 설치,정기점검,2022-06-15,경기도 고양시청,2022-11-10,3940000,경기도 고양시
킨텍스 보도육교,시도,100번,킨텍스로,경기도 고양시 일산서구 킨텍스로 217-59,37.66464875,126.7420642,88.8,88.8,,4.5,4.5,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2019-12-31,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
탄현덕이보도육교,기타,,경의로,경기도 고양시 일산서구 경의로 956,37.70273093,126.760421,37.4,37.4,,4.5,4.0,,,Y,엘리베이터,1.0,엘리베이터,1.0,2020-04-21,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
탄현역육교,지방도,359번,일현로,경기도 고양시 일산서구 일현로 97-11,37.69507267,126.7621663,43.0,43.0,,4.5,4.0,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2014-04-30,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
토당초교앞보도육교,시도,71번,행신로,"경기도 고양시 덕양구 행신로 89, 887-8 (토당동)",37.61770701,126.8257797,24.6,24.6,,4.5,4.0,,,Y,엘리베이터,1.0,엘리베이터,1.0,2008-01-01,N,양호,제한없음,바닥 상판 보수,정기점검,2022-06-15,경기도 고양시청,2022-11-10,3940000,경기도 고양시
하이파크1육교,기타,,하이파크로,경기도 고양시 일산서구 하이파크로 113,37.70380951,126.7533094,125.0,125.0,,4.5,9.2,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,데크 교체,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
하이파크2육교,기타,,하이파크로,경기도 고양시 일산서구 하이파크3로 111,37.69977416,126.7510489,121.0,121.0,,4.5,9.2,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,데크 교체,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
하이파크3육교,기타,,하이파크로,경기도 고양시 일산서구 하이파크3로 61,37.69747377,126.7523172,111.0,111.0,,4.5,9.2,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
하이파크4육교,기타,,하이파크로,경기도 고양시 일산서구 하이파크3로 62,37.69811075,126.7555528,116.0,116.0,,4.5,9.2,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,교대 데크교체,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
신정육교,구도,,신정로203번길,울산광역시 남구 신정로203번길,35.54931947,129.3129127,19.3,,,4.5,3.0,,,Y,엘리베이터,1.0,,,2011-05-09, ,보통,제한없음,도장보수공사,정기점검,2022-04-15,울산광역시 남구청,2022-11-18,3700000,울산광역시 남구
서정5보도육교,시도,74번,충경로,"경기도 고양시 덕양구 충경로 156, 1088 501동앞 (행신동, 서정마을5단지아파트)",37.61662518,126.8469549,46.6,46.6,,5.2,6.0,,,Y,엘리베이터,1.0,엘리베이터,1.0,2008-01-01,N,양호,제한없음,,정기점검,2022-06-15,경기도 고양시청,2022-11-10,3940000,경기도 고양시
웨스턴돔육교,시도,62번,정발산로,경기도 고양시 일산동구 정발산로 24,37.65589641,126.7720388,62.0,62.0,,4.5,5.4,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2007-06-09,N,양호,제한없음,단면복구+ 바닥재포장,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
위시티1육교,기타,,식사로,경기도 고양시 일산동구 식사로 138,37.67803632,126.8194732,119.3,119.3,,4.5,5.4,,,Y,엘리베이터,1.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,목재데크보수,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
위시티2육교,기타,,위시티로,경기도 고양시 일산동구 위시티4로 46,37.68413609,126.8145837,51.7,51.7,,4.5,5.4,,,Y,엘리베이터,1.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
위시티3육교,기타,,위시티로,경기도 고양시 일산동구 위시티4로 79,37.68156749,126.80744,60.6,60.6,,4.5,5.4,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
위시티4육교,기타,,위시티로,경기도 고양시 일산동구 위시티4로 45,37.67881902,126.8158781,45.1,45.1,,4.5,5.4,,,Y,엘리베이터,1.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
위시티5육교,기타,,위시티로,경기도 고양시 일산동구 위시티로 51,37.67695781,126.8099869,44.3,44.3,,4.5,5.4,,,Y,엘리베이터,1.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
일산M-CITY육교,시도,71번,백마로,경기도 고양시 일산동구 백마로 195,37.65490653,126.7715403,59.1,59.1,,4.5,5.0,,,Y,엘리베이터,1.0,엘리베이터,1.0,2008-01-01,Y,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
양지보도육교,시도,대로 2-0,서독로,경기도 광명시 서독로,37.4142839,126.8834102,,4.5,,4.0,,,,Y,엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-06-02,경기도 광명시청,2022-11-11,3900000,경기도 광명시
광명역세권 보도육교,시도,중로 1-113,서독로,경기도 광명시 서독로,37.41258171,126.8848425,39.0,4.7,,4.0,4.0,,,Y,엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-06-02,경기도 광명시청,2022-11-11,3900000,경기도 광명시
광명신촌 보도육교,시도,대로 1-3,강남순환고속도로,경기도 광명시 신촌로,37.44915348,126.8942893,53.7,,,4.0,4.0,,,Y,엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-06-02,경기도 광명시청,2022-11-11,3900000,경기도 광명시
고양관광문화단지 보행육교 TYPE-B 바이우다리,기타,,태극로,경기도 고양시 일산동구 태극로 20,37.6619258,126.7508077,81.9,81.9,,4.5,4.5,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2015-12-02,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
고양관광문화단지 보행육교 TYPE-C 아름다리,기타,,한류월드로,경기도 고양시 일산동구 한류월드로 281,37.66172442,126.7546265,48.8,48.8,,4.5,4.5,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2015-12-02,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
고양관광문화단지 보행육교 TYPE-D 설레임다리,기타,,한류월드로,경기도 고양시 일산동구 한류월드로 262,37.66226794,126.7569581,57.0,57.0,,4.5,4.5,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2011-11-30,Y,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
고양관광문화단지 학교 앞 보도육교,기타,,한류월드로,경기도 고양시 일산동구 한류월드로 243,37.66012088,126.7583478,41.0,41.0,,4.5,7.3,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2016-12-31,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
대방이산디엠시티 보도육교,시도,71번,백마로,경기도 고양시 일산동구 백마로 195,37.65490653,126.7715403,47.8,47.8,,4.5,3.0,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2020-04-23,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
청계육교,일반국도,국도1호선,안양판교로,경기도 의왕시 안양판교로 238,37.38896233,126.9975722,41.0,5.2,,5.0,3.0,1.3,22.0,Y,엘리베이터+점자블럭,3.0,엘리베이터,2.0,2008-12-31,N,양호,제한없음,목재데크재+도장,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
고천육교,일반국도,국도1호선,경수대로,경기도 의왕시 경수대로 233,37.347615,126.974206,33.0,6.3,,5.0,4.4,1.15,8.0,Y,엘리베이터+점자블럭,3.0,엘리베이터,2.0,2007-12-30,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
오전육교,일반국도,국도1호선,경수대로,경기도 의왕시 경수대로 307,37.353631,126.970361,76.4,6.5,,5.0,4.4,1.17,8.0,Y,엘리베이터+점자블럭,3.0,엘리베이터,2.0,2007-12-30,N,양호,제한없음,목재데크+ 배수관 재설치,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
의왕역보도육교,일반국도,국도1호선,왕송못동로,경기도 의왕시 왕송못동로 79,37.321324,126.945829,40.0,6.5,,5.0,5.0,1.87,17.0,Y,엘리베이터+경사로,2.0,캐노피+엘리베이터,2.0,,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
포일숲속보도육교,일반국도,국도1호선,성고개로,경기도 의왕시이미로 40,37.40180614,126.9918992,34.0,5.7,,5.5,3.5,1.2,7.0,Y,엘리베이터+점자블럭,3.0,엘리베이터,2.0,,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
의왕톨게이트육교,지방도,지방도309호선,과천봉담도고속화도로,경기도 의왕시 오전로 24,37.347446,126.984456,130.0,5.1,,4.5,2.4,1.95,2.0,Y,엘리베이터,2.0,캐노피+엘리베이터,3.0,2017-12-31,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
햇무리육교,시도,대로 2-11,철산로,경기도 광명시 철산로 13,37.48223337,126.8718214,105.1,5.7,,4.0,3.6,,,Y,엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-06-02,경기도 광명시청,2022-11-11,3900000,경기도 광명시
미리내육교,시도,대로 2-11,철산로,경기도 광명시 시청로138번안길 18,37.48743655,126.8697004,56.0,6.2,,4.0,3.6,,,Y,엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-06-02,경기도 광명시청,2022-11-11,3900000,경기도 광명시
소하초교육교,시도,대로 2-1182,금하로,경기도 광명시 소하일로 51,37.44967294,126.8875059,38.0,5.0,,4.0,4.6,,,Y,엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-06-02,경기도 광명시청,2022-11-11,3900000,경기도 광명시
물결어린이공원육교,시도,대로 2-1183,소하로,경기도 광명시 기아로62번길 16-8,37.43532981,126.8861034,32.0,5.0,,4.0,4.0,,,Y,엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-06-02,경기도 광명시청,2022-11-11,3900000,경기도 광명시
개금초등학교 앞 육교,시도,광역시도35호선(광로 3-9),가야대로,부산광역시 부산진구 가야대로443번길 29,35.155012,129.021449,90.0,4.5,,4.5,4.0,1.2,10.0,Y,엘리베이터,2.0,난간+가로등+엘리베이터,13.0,2001-11-30,N,보통,제한없음,,정기점검,2022-06-14,부산광역시 부산진구,2022-11-25,3290000,부산광역시 부산진구
진양 메리움 앞 육교,시도,광역시도32호선(광로 3-1),신천대로,부산광역시 부산진구 신천대로 241,35.163309,129.050132,37.5,3.0,,5.0,3.0,1.2,4.0,Y,엘리베이터,2.0,난간+가로등+엘리베이터,7.0,1998-12-31,N,보통,제한없음,,정기점검,2022-06-02,부산광역시 부산진구,2022-11-25,3290000,부산광역시 부산진구
한매육교,지방도,357,남북로,경기도 파주시 목동동 1152-1,37.7294968,126.7375778,52.5,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
한마루육교,기타,,책향기로,경기도 파주시 목동동 645,37.7294552,126.7472994,47.0,,3.5,4.5,4.5,,,Y,엘리베이터,2.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
짚풀육교,기타,,교하로,경기도 파주시 목동동 926,37.7295354,126.7347078,28.0,,3.5,4.5,4.5,,,Y,엘리베이터,2.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
한울육교,기타,,한울로,경기도 파주시 동패동 1903,37.7113496,126.7367353,28.0,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
오름육교,기타,,한빛로,경기도 파주시 야당동 990,37.7132071,126.7539104,28.0,,3.5,4.5,4.5,,,Y,엘리베이터,2.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
오솔육교,지방도,359,경의로,경기도 파주시 야당동 998,37.7119839,126.7592107,46.0,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
한빛육교,기타,,심학산로,경기도 파주시 와동동 1403,37.7169547,126.7537164,33.0,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
해솔육교,기타,,와석순환로,경기도 파주시 목동동 676,37.7240939,126.7470116,33.0,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
중동IC 보도육교,시도,,조마루로,경기도 부천시 조마루로 15,37.50244089,126.7452415,693.6,,,7.0,4.5,,,Y,엘리베이터,,,,2003-03-01, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
위브육교,시도,,신흥로,경기도 부천시 신흥로 179,37.49968925,126.7765929,53.5,,,7.0,3.5,,,Y,엘리베이터,,,,2007-08-28, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
소풍육교,시도,,송내대로,경기도 부천시 상동로 87,37.50522295,126.7524151,93.5,,,7.0,9.0,,,Y,엘리베이터,,,,2007-01-01, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
소새울육교,시도,,소사동로,경기도 부천시 은성로 98,37.47033632,126.8006706,37.8,,,7.0,4.0,,,Y,엘리베이터,,,,2008-09-22, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
봉오대로 보도육교,시도,,오정로,경기도 부천시 오정로 253,37.53161297,126.7882086,50.3,,,7.0,5.5,,,Y,엘리베이터,,,,2006-12-31, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
구포역 앞 육교,시도,,낙동대로,부산광역시 북구 낙동대로 1697,35.20667098,128.9964147,42.0,5.2,,5.0,20.0,1.1,,Y,엘리베이터,2.0,,,2005-12-17,N,보통,제한없음,,정기점검,2021-11-30,부산광역시 북구,2022-11-09,3320000,부산광역시 북구
구포역 과선인도 육교,기타,,구포만세길,부산광역시 북구 구포만세길 82,35.2054751,128.9971469,45.0,5.0,,4.0,3.5,1.1,,Y,엘리베이터,2.0,,,2002-01-01,N,보통,제한없음,,정기점검,2021-11-30,부산광역시 북구,2022-11-09,3320000,부산광역시 북구
도시철도 동원역 앞 육교,구도,,금곡대로,부산광역시 북구 금곡대로 575,35.2586474,129.0123927,65.0,5.4,,5.0,3.0,1.1,,Y,엘리베이터,2.0,,,2006-08-22,N,양호,제한없음,,정기점검,2021-11-30,부산광역시 북구,2022-11-09,3320000,부산광역시 북구
동원아파트 앞 육교,시도,,금곡대로,부산광역시 북구 금곡대로 230,35.22876206,129.0129216,54.0,5.2,,5.0,3.0,1.1,,Y,엘리베이터,2.0,,,2003-12-23,N,양호,제한없음,,정기점검,2021-11-30,부산광역시 북구,2022-11-09,3320000,부산광역시 북구
가수원보도육교,일반국도,4,계백로,대전광역시 서구 계백로,36.30457718,127.3509541,45.3,4.8,,4.5,4.0,1.52,,Y,엘리베이터,,,,2011-06-30, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
용소보도육교,구도,,원도안로,대전광역시 서구 원도안로,36.31689917,127.3453385,29.0,5.0,,5.0,5.0,1.1,,Y,엘리베이터,,,,2011-06-30, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
선암보도육교,구도,,구봉로,대전광역시 서구 구봉로,36.299297,127.336078,47.5,5.0,,4.5,4.0,1.1,,Y,엘리베이터,,,,2013-04-30, ,양호,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
노곡보도육교,구도,,구봉산북로,대전광역시 서구 구봉산북로,36.293834,127.3434584,34.9,5.0,,4.5,4.0,1.1,,Y,엘리베이터,,,,2013-04-30, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
사이언스보도육교,고속국도,0,갑천도시고속도로,대전광역시 서구 갑천도시고속도로,36.3711001,127.3885001,46.0,5.0,,4.5,4.0,1.3,9.0,Y,엘리베이터,,,,2022-06-16, ,양호,제한없음,,정기점검,2022-06-16,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
양현보도육교,시도,,분당로,경기도 성남시 분당구 분당로,37.38414402,127.1294417,36.0,4.5,,4.5,5.0,,,Y,엘리베이터,2.0,없음,0.0,1994-12-31, ,보통,제한없음,N,정기점검,2022-05-30,경기도 성남시 분당구청,2022-12-01,3780000,경기도 성남시
운중육교,시도,,운중로,경기도 성남시 분당구 운중로,37.38918186,127.0916076,46.0,4.5,,4.5,,,,Y,엘리베이터,2.0,없음,0.0,2009-12-31, ,양호,제한없음,N,정기점검,2022-05-30,경기도 성남시 분당구청,2022-12-01,3780000,경기도 성남시
은하육교,시도,,운중로,경기도 성남시 분당구 운중로,37.38996308,127.0880085,38.0,4.5,,4.5,,,,Y,엘리베이터,2.0,없음,0.0,2009-12-31, ,양호,제한없음,N,정기점검,2022-05-30,경기도 성남시 분당구청,2022-12-01,3780000,경기도 성남시
잿너머육교,시도,,대왕판교로,경기도 성남시 분당규 대왕판교로,37.387883,127.111217,38.0,4.5,,4.5,,,,Y,엘리베이터,2.0,없음,0.0,2009-12-31, ,양호,제한없음,N,정기점검,2022-05-30,경기도 성남시 분당구청,2022-12-01,3780000,경기도 성남시
테크노육교,시도,,판교로,경기도 성남시 분당구 판교로,37.40163712,127.1129778,41.0,4.5,,4.5,,,,Y,엘리베이터,2.0,없음,0.0,2009-12-31, ,양호,제한없음,N,정기점검,2022-05-30,경기도 성남시 분당구청,2022-12-01,3780000,경기도 성남시
하나육교,시도,,운중로,경기도 성남시 분당구 운중로 134-1,37.39158355,127.0705622,44.0,4.5,,4.5,,,,Y,엘리베이터,2.0,없음,0.0,2008-12-31, ,양호,제한없음,N,정기점검,2022-05-30,경기도 성남시 분당구청,2022-12-01,3780000,경기도 성남시
학고개육교,시도,,운중로,경기도 성남시 분당구 운중로 134-1,37.39147997,127.066604,48.0,4.5,,4.5,,,,Y,엘리베이터,2.0,없음,0.0,2008-12-31, ,양호,제한없음,N,정기점검,2022-05-30,경기도 성남시 분당구청,2022-12-01,3780000,경기도 성남시
화랑육교,시도,,대왕판교로,경기도 성남시 분당구 대왕판교로,37.40161535,127.1053203,125.9,4.5,,4.5,8.0,,,Y,엘리베이터,2.0,없음,0.0,2009-12-31, ,양호,제한없음,N,정기점검,2022-05-30,경기도 성남시 분당구청,2022-12-01,3780000,경기도 성남시
나드리육교,기타,,분당도시고속화도로,경기도 성남시 분당구 분당도시고속화도로,37.39456457,127.1129621,58.0,4.5,,4.5,,,,Y,엘리베이터,2.0,없음,0.0,2016-12-31, ,양호,제한없음,N,정기점검,2022-05-30,경기도 성남시 분당구청,2022-12-01,3780000,경기도 성남시
